"combinations","coefs","n","pMax","pAvg","r2"
"blocking","0.8159908986395862,0.02352820463690362","1","0.10061383621867437","0.050306918109337184","0.06624239599479298"
"delay","0.6046945949992515,0.07124249139092678","1","0.002467293830062908","0.001233647988949349","0.1943125304281511"
"centrality","0.7964027178537464,0.013915726512838483","1","0.05444570434387059","0.027222852171935295","0.08870675138606254"
"reachability","0.8024384222737819,0.04068375870069606","1","0.06581086131601994","0.03290543065800997","0.08178253575579875"
"blocking_reachability","0.7325171455938697,0.033599489144316735","1","0.006692859150777334","0.003346429575388667","0.16213928582870074"
"delay_blocking","0.7273827546830584,0.023494336597099055","1","0.0170659363109431","0.00853296815547155","0.13022739532012673"
"blocking,delay","0.6053527655865594,0.00047196922403169986,0.07076183041445373","2","0.977183979872893","0.3308257120119129","0.19433034081472433"
"blocking,centrality","0.7846851180718645,0.01255933079625639,0.010482796662577898","2","0.456124293089368","0.22657199926508245","0.1021834260719291"
"blocking,reachability","0.7193655242016579,0.028638953022784703,0.048059451938582604","2","0.03827390197944038","0.021247899479292575","0.1772405957592511"
"delay,centrality","0.6092657920306456,0.06743457106819974,0.0017664328264685493","2","0.8411081087059239","0.28934627722478384","0.19518674768866584"
"delay,reachability","0.6101175818879669,0.06504259432382789,0.010275214022618755","2","0.6776410019742724","0.23272977478877252","0.19805767629825832"
"delay,blocking_reachability","0.622706829705219,0.05604593976423922,0.009370178020185223","2","0.6766746719902657","0.291500506246471","0.19808140175088884"
"centrality,reachability","0.7712253840022003,0.009907806374319981,0.027097880354470746","2","0.2707718759528557","0.16365140773357814","0.117630178469462"
"centrality,blocking_reachability","0.7324662414533297,-0.0005478754919973302,0.03433558750648939","2","0.9590551964305527","0.34355610558696364","0.16219896710753967"
"centrality,delay_blocking","0.7270100023358875,0.005428915023781393,0.0187139790011447","2","0.5551125871611323","0.23314854495101645","0.13833721209863836"
"reachability,delay_blocking","0.6741141899133145,0.03608368620262813,0.02190752758748374","2","0.08716826174681065","0.036806165005706055","0.1939672936813498"
"blocking_reachability,delay_blocking","0.7372399466395478,0.037934751167569024,-0.00368367896278518","2","0.8815953053962255","0.3709969781478151","0.1626413675353503"
"blocking,delay,centrality","0.608785825895936,-0.00047318281952410087,0.06776660947056051,0.0018359497766724442","3","0.9782945310501495","0.46575319531720943","0.19520329582406315"
"blocking,delay,reachability","0.6286062266517572,0.0095603891801628,0.04941092102954574,0.02004548169731927","3","0.6740317311058917","0.38043205019402704","0.2019795515658671"
"blocking,centrality,reachability","0.7183700856161209,0.031650178773689676,-0.0024566213016754663,0.05220355692150755","3","0.822499895866801","0.24822737071623327","0.17838912371092075"
"delay,centrality,reachability","0.6127748871518441,0.06292389730645687,0.0011450647445916495,0.009695594962169988","3","0.899458988312164","0.4149328282919616","0.19841311352070234"
"delay,centrality,blocking_reachability","0.6227245165836002,0.05602282911249575,-0.00029698698052802667,0.009779186013966394","3","0.9776193413159728","0.4748863095726933","0.19809893239290322"
"centrality,reachability,delay_blocking","0.6689641732715665,-0.0030312167029559853,0.03971324716048367,0.024417011550039006","3","0.7715357456435444","0.2353551956047522","0.1958506293376886"
"centrality,blocking_reachability,delay_blocking","0.7377917513798263,-0.0009551023024296191,0.039805963154334545,-0.0041832897750276495","3","0.9314380984595769","0.5268081486982237","0.16281350537070605"
"blocking,delay,centrality,reachability","0.6291019111420606,0.011462176342230197,0.0488385681010883,-0.0013712238572037617,0.022683116940198807","4","0.900744183244825","0.492063563347508","0.20233406635234863"
